Date,CloseToOpen
2021-10-13,0.13629390588997475
2021-10-14,0.8083814296984727
2021-10-15,0.28813676865406435
2021-10-18,1.3710205777195852
2021-10-19,0.46020099550585286
2021-10-20,-0.25535762324940364
2021-10-21,0.8311912874501192
2021-10-22,-0.5000278812377775
2021-10-25,0.6310563245803995
2021-10-26,-0.2919327346784675
2021-10-27,0.11065215306192429
2021-10-28,0.5943157327198764
2021-10-29,1.325247421750754
2021-11-01,0.22506082436934732
2021-11-02,0.5816959852657215
2021-11-03,0.9318457185375941
2021-11-04,0.948081051058534
2021-11-05,-0.35996460620126874
2021-11-08,-0.12795989569032726
2021-11-09,-0.9620193162291877
2021-11-10,-0.7541955935158448
2021-11-11,-0.5043714367849957
2021-11-12,0.7478937324260241
