Date,CloseToOpen
2021-10-13,0.10953153073917905
2021-10-14,0.8274195568390454
2021-10-15,-0.581397540895438
2021-10-18,1.2880521916697776
2021-10-19,-2.064223619996669
2021-10-20,0.8120614356560245
2021-10-21,-0.6904426793969574
2021-10-22,-1.1560628000628874
2021-10-25,0.3500663677225856
2021-10-26,-1.038064034554909
2021-10-27,-1.524034214660356
2021-10-28,0.23810069847564236
2021-10-29,0.0
2021-11-01,-1.5366443718053742
2021-11-02,0.8383196601950064
2021-11-03,0.2375237993840759
2021-11-04,-0.4728127857288839
2021-11-05,-0.23613290594012973
2021-11-08,0.4722545524435849
2021-11-09,-1.162795081790876
2021-11-10,0.11736237875912203
2021-11-11,0.8196685613219847
2021-11-12,1.040464237652563
